,business_id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories
34385,DGAf4J4hXbYiSML6hus3GQ,"""Lawrence Music""",,"""985 Castle Shannon Blvd""",Pittsburgh,PA,15234,40.3659965,-80.02497779999999,4.0,3,1,musical instruments & teachers
34395,8YM-D4QaA2qGDGBQt5Ceiw,"""Dormont Appliance Centers""",,"""3447 Babcock Blvd""",Pittsburgh,PA,15237,40.5405739,-80.026099,2.5,3,1,home & garden
34431,l00K5rJsY5jQYXoMgrpwvg,"""Norman's Cutting Edge Brbrshp""",Sewickley,"""411 Walnut St""",Sewickley,PA,15143,40.54042329999999,-80.1825239,5.0,8,1,shopping
34459,CWWUo0zMnM6Ul9LVPwC0Bw,"""Giant Eagle""",,"""8080 Mcintyre Sq Dr""",Pittsburgh,PA,15237,40.555647,-80.018337,3.0,6,1,grocery
34474,dgHOS6HkQltabDxXZlF3jw,"""Nails Today""",North Side,"""405 E Ohio St""",Pittsburgh,PA,15212,40.453176899999995,-80.001199,2.5,5,1,nail salons
34487,JJt42rrJVIoP1A6BHAzM1Q,"""Shop N Save""",,"""5375 William Flynn Hwy, Ste 8""",Gibsonia,PA,15044,40.6195682,-79.9463594,3.5,4,1,grocery
34504,-RxzvvyKBOPOzeTvagqEfg,"""McDonald's""",,"""100 Davis Blvd""",Pittsburgh,PA,15275,40.4492188,-80.1730854,2.5,3,1,burgers
34512,tDkV3AXURQeqSTrX8S7mjw,"""Diamondmill Auto Spa""",,"""2311 Babcock Blvd""",Pittsburgh,PA,15237,40.513481140100005,-80.0006484985,5.0,4,1,car wash
34525,Z6dp1eHL1TCUpaMluUIcNQ,"""Owl Cleaners""",,"""3000 Village Run Rd, Ste 101""",Wexford,PA,15090,40.6337065,-80.0565854,2.5,3,1,fashion
34599,Rx6Mb-zqqKTAvwEukhMgXA,"""Dinakar Golla, MD - Golla Center for Plastic Surgery & Spa""",,"""107 Gamma Dr, Ste 210""",Pittsburgh,PA,15238,40.4959084,-79.870662,4.5,3,1,health & medical
34608,qzPW50oW2TN1yG8XK9ErDg,"""BoRics Hair Care""",South Side,"""2011 Wharton Sq, Wharton Square Shopping Center""",Pittsburgh,PA,15203,40.431459000000004,-79.977213,3.5,3,1,hair salons
34621,bHKrn270Fw0iAnovnQiHFw,"""Aspen Dental""",,"""5450 Campbells Run Rd""",Pittsburgh,PA,15205,40.447525,-80.155239,2.0,7,1,general dentistry
34622,EQRLqm_pfEgZrSAkYVbBqQ,"""Allen's Spa Nail Salon""",,"""1220 Settlers Ridge Center Dr""",Pittsburgh,PA,15205,40.4393095413,-80.14841012,3.5,33,1,hair removal
34630,9zv2FXCenecdCJnk6TAWHQ,"""Painting by Vee""",Strip District,"""""",Pittsburgh,PA,15222,40.4475255,-79.9933976,5.0,3,1,painters
34633,u0yeTbQCdgYjwkWpzSv-XA,"""Campbell's Auto & Customs""",,"""627 Rebecca St""",McKeesport,PA,15132,40.347974,-79.873161,5.0,3,1,auto customization
34661,CV1VfZBR38LFR0pGSfBGwg,"""Evolutionary Fitness""",,"""107 Gamma Dr, Ste 130""",Pittsburgh,PA,15238,40.495908299999996,-79.87066209999999,1.5,6,1,trainers
34663,1FogeQpamkvbyv63AegWMA,"""K&K Roadside Assistance""",,"""1440 Ridge Ave""",Braddock,PA,15104,40.404463,-79.841468,1.0,4,1,automotive
34665,qqop0eM9UQcI8uRRIWOOKQ,"""Rosa's Bakery & Pizza Shop""",,"""656 Catalpa St""",New Kensington,PA,15068,40.5722924,-79.7588787,4.5,14,1,pizza
34666,ElqnzGaxTVHXWlHGl2dUyA,"""Massage Envy - South Park-PA""",,"""5223 Library Rd""",Bethel Park,PA,15102,40.333133000000004,-80.022897,2.5,5,1,beauty & spas
34703,a_62dMNb-UjY6Mc4tbt42g,"""Beerhead Bar""",North Side,"""116 Federal St""",Pittsburgh,PA,15212,40.4480256,-80.0041295,4.0,117,1,bars
34736,Xt6xo-UmJhYtHiscwRnw0A,"""Southern Tier Brewing""",North Side,"""316 N Shore Dr""",Pittsburgh,PA,15212,40.4461135,-80.0103422,4.0,119,1,food
34770,6u21xlDG-2AfMVpO_uWiBg,"""The Dentistry""",,"""7546 US 30""",Irwin,PA,15642,40.311352868600004,-79.6631032645,3.0,3,1,health & medical
34834,BedglpnHtjQ9y9kL5mstsQ,"""Giant Eagle""",,"""2001 Lincoln Way, Ste 25""",White Oak,PA,15131,40.3373641,-79.80539590000001,3.5,3,1,grocery
34835,mREtC2OzAMPJb-UE6fzDKw,"""Village Candy""",Sewickley,"""344 Beaver St""",Sewickley,PA,15143,40.541342,-80.182108,4.0,6,1,flowers & gifts
34838,PcW5yjx4rvc_vBrUc_fBSA,"""Hotel Indigo Pittsburgh East Liberty""",East Liberty,"""123 N Highland Ave""",Pittsburgh,PA,15206,40.4623208508,-79.9249122177,4.0,52,1,hotels
34852,GvXGV5liOBpjqOtsrEAdAQ,"""Dentistry For Kids""",,"""2790 Mosside Blvd, Ste 140""",Monroeville,PA,15146,40.437549,-79.75744300000001,2.5,3,1,health & medical
34871,o9eVtV66qMtY0VmWyY2N9Q,"""Bethel Bakery""",,"""5200 Brightwood Rd""",Bethel Park,PA,15102,40.3297456,-80.0302242,4.0,63,1,food
34872,z15C-dJodOlPO8bMBl6F8g,"""Bar Marco""",Strip District,"""2216 Penn Ave""",Pittsburgh,PA,15222,40.4524729,-79.98151379999999,4.0,250,1,restaurants
34888,kyS7_vA_kNIluBQDOyWfIw,"""Rollier's Hardware""",,"""600 Washington Rd""",Pittsburgh,PA,15228,40.382863,-80.044146,4.0,27,1,pet stores
34889,4iSVxQKK1G3V-LBffQxaKg,"""Klavon's Ice Cream Parlor""",Strip District,"""2801 Penn Ave""",Pittsburgh,PA,15222,40.45704979999999,-79.9756514,4.0,149,1,food
34892,NkkixYh6uWg5I-3HBatwwA,"""Kuhlman's Lawnmowers Sales & Service""",,"""1233 State Ave""",Coraopolis,PA,15108,40.515435,-80.1600526,3.5,3,1,auto repair
34895,6RmdqLK1H5aodAA8t7Yl2A,"""LongHorn Steakhouse""",Homestead,"""410 West Waterfront Dr""",West Homestead,PA,15120,40.404148,-79.918819,3.0,72,1,steakhouses
34897,qAVoausNrMEByp2cFt8EaA,"""Rita's Italian Ice""",Oakland,"""3712 Fifth Ave""",Oakland,PA,15213,40.4419607456,-79.95796815199999,4.0,7,1,shaved ice
34936,3ytDBYOIv0MnqrAe-OvQNw,"""Kohlers Florist And Greenhouse""",,"""4848 Clairton Blvd""",Pittsburgh,PA,15236,40.3495101,-79.97633640000001,2.5,5,1,flowers & gifts
34948,FgNgBLayRFm6H6Qr66ecbQ,"""Red Robin Gourmet Burgers""",,"""301 South Hills Village""",Bethel Park,PA,15241,40.3422955616,-80.0556799337,2.5,51,1,restaurants
34956,XM2Rdiu4sVwzS9s0hnxPJw,"""Minh In Stitches""",,"""2101 Greentree Rd, Ste B-105""",Pittsburgh,PA,15220,40.3905629,-80.0724221,5.0,3,1,sewing & alterations
34973,_Tx-aTt8uP-SJkw_JxH-SA,"""Saint Peter Catholic Church""",North Side,"""720 Arch St""",Pittsburgh,PA,15212,40.4521529,-80.00822579999999,5.0,3,1,religious organizations
34974,e7w5HzwQEbFQn5xB5dviZQ,"""Quickhatch Coffee & Food""",Etna,"""372 Butler St""",Pittsburgh,PA,15223,40.4968923164,-79.9438684752,5.0,4,1,food
35003,XdnW3ttBK2MUkjV9PdfjWw,"""Three Rivers Vintage""",South Side,"""1718 E Carson St""",Pittsburgh,PA,15203,40.4287863,-79.9812875,4.5,11,1,womens clothing
35004,qUraZNprg0Vk4PmjaPQREQ,"""Ron Lewis Chrysler Dodge Jeep Ram Pleasant Hills""",,"""600 Clairton Blvd""",Pittsburgh,PA,15236,40.3336302,-79.94432629999999,3.0,5,1,body shops
35035,UlAUTA0hVi48_k73HSeyzw,"""Frescos""",,"""10545 Perry Hwy""",Wexford,PA,15090,40.610448,-80.056762,3.0,20,1,modern european
35057,8SCLMB-jS-avkTRDeVKeqg,"""Charley's Grilled Subs""",,"""1000 Airport Blvd""",Coraopolis,PA,15108,40.4957465,-80.256206,3.0,12,1,sandwiches
35060,l6kIB5VxMN6HY1mGvINmpg,"""Sil's Market""",,"""6000 Noblestown Rd""",Oakdale,PA,15071,40.398362,-80.187505,3.0,3,1,food
35074,_yVaEns3F6s4Zea8s7p0TA,"""EZ Brook German Shepherds""",,"""263 Fremont Rd""",Nottingham,PA,19362,39.749009,-76.070355,3.5,3,1,pet breeders
35082,7u-REDjaWjXwav1wtJwU7w,"""Prohibition Pastries""",Point Breeze,"""7105 Reynolds St""",Pittsburgh,PA,15208,40.4471341111,-79.9050691483,4.5,9,1,food
35101,yeucyq2hqFMJnuRjCf10Ig,"""Kendall LLC Towing and Repair""",The Hill District,"""1840 Forbes Ave""",Pittsburgh,PA,15219,40.4374294,-79.98016290000001,3.5,3,1,automotive
35118,pHDLRIG2Xu1_1mkGAbyEmw,"""Harris Grill""",Shadyside,"""5747 Ellsworth Ave""",Pittsburgh,PA,15232,40.455954999999996,-79.931338,3.5,314,1,nightlife
35126,rgZMdJJs9PK6_VXSpKvRow,"""Serendipity Salon & Spa""",,"""250 Mt Lebanon Blvd""",Pittsburgh,PA,15234,40.3679902,-80.03680370000001,3.0,5,1,massage
35131,cuDQMLZ5k7buA9qzWHbWXw,"""Sur La Table""",South Side,"""2681 Sydney St""",Pittsburgh,PA,15203,40.427990799999996,-79.9662964,4.0,23,1,home & garden
35159,Q1WoqmmvoyWC3b6esLNyCQ,"""Arby's""",West End,"""2251 Noblestown Rd""",Pittsburgh,PA,15205,40.428508799999996,-80.0530998,3.5,3,1,restaurants
35160,3R28YY7Jw_EJs0-X8qDArw,"""Ardolino's Pizza""",,"""1141 Boyce Rd""",Pittsburgh,PA,15241,40.3179089,-80.1097257,4.0,24,1,pizza
35167,qiOu_Q8NSQu3aObs9_hg_Q,"""Spa & Nails Divine""",,"""5600 William Flynn Hwy""",Gibsonia,PA,15044,40.635326,-79.940005,3.0,8,1,beauty & spas
35179,U94MrQjZ3OVq7lPw4UQ70g,"""Bishop's Pizza""",,"""114 Whitaker St, Ste 1""",Homestead,PA,15120,40.401147765,-79.8880355137,2.0,3,1,pizza
35210,oHZ9uCVNTqQpCw54eBNO2Q,"""Impact Christian Church""",,"""965 Thorn Run Rd""",Moon Township,PA,15108,40.5103097,-80.20102270000001,4.0,6,1,religious organizations
35216,hQMx2ZbGAa_oxJNpnTZf8Q,"""The Diner""",,"""105 Clinton Ave""",Oakdale,PA,15071,40.3983846,-80.1862108,4.0,29,1,restaurants
35229,jAvAxhs-KjDd9BQ62A4dmQ,"""CCi Wireless""",,"""2501 Mosside Blvd""",Monroeville,PA,15146,40.4258505,-79.75448409999998,5.0,3,1,local services
35275,VOPE5NowNi43ZOfkYK-zmg,"""Oakmont Automotive""",,"""2199 Hulton Rd""",Verona,PA,15147,40.526432376,-79.8192960759,5.0,7,1,auto repair
35299,MH15_FQQCg6edTap3Yy_uA,"""New York Nails""",Greenfield,"""4215 Murray Ave""",Pittsburgh,PA,15217,40.422644,-79.9285753,3.5,50,1,nail salons
35371,OCkD2DMtbdzUCfzvLLbM_w,"""Al's Cafe""",,"""440 McMurray Rd""",Bethel Park,PA,15102,40.3125837327,-80.0657759225,3.5,39,1,pubs
35408,MkqiuG-zMWMEf0hwyyB-yA,"""3 Guys Optical""",Downtown,"""208 Fifth Ave""",Pittsburgh,PA,15222,40.4411652,-80.00187559999999,4.0,23,1,optometrists
35409,JZOSekP1E3ESWfLHJ3qoRw,"""Grice Chiropractic""",Duquesne Heights,"""1305 Grandview Ave, Ste 240""",Pittsburgh,PA,15211,40.4386388,-80.02015859999999,5.0,4,1,chiropractors
35411,EszMLe1styyy7rHB3OJ9vw,"""Bp Oil Company""",South Side,"""1006 E Carson St""",Pittsburgh,PA,15203,40.4285169,-79.9882483,1.0,4,1,tires
35414,fJibIXjJJPL_DicEfOpYNA,"""Kool Cones""",,"""1330 Wildwood Rd""",Gibsonia,PA,15044,40.5947757392,-79.9941384409,4.5,7,1,food
35421,Q4NIFuOFowxoA0o15OBjwQ,"""STARS Motivational Coaching""",,"""""",Pittsburgh,PA,15227,40.3760655,-79.9696277,3.5,3,1,professional services
35437,WRbqYb4DEfG0s5Ppr1sI9g,"""Sephora""",,"""500 Monroeville Mall, Ste 1100""",Monroeville,PA,15146,40.4290110289,-79.7972492015,2.5,3,1,cosmetics & beauty supply
35445,HWVCdxCYicHA7plfXr-vMg,"""Chili's""",,"""2207 Mountain View Dr""",West Mifflin,PA,15122,40.3463567368,-79.9440959916,3.0,41,1,restaurants
35454,H6L2wkwoviYUZBcWPSTJjw,"""Mr Magic Car Wash""",,"""427 Mount Lebanon Blvd""",Pittsburgh,PA,15234,40.3698519,-80.0321833,4.0,6,1,automotive
35461,LiT61a62JaTLAT37x6g3bw,"""Pittsburgh Center for Holistic Dentistry""",Shadyside,"""5830 Ellsworth Ave, Ste 304""",Pittsburgh,PA,15232,40.4563571,-79.9301605,3.5,3,1,doctors
35515,unTea-Zjbn372xYvoD8-Vw,"""Iceoplex At Southpointe""",,"""114 Southpointe Blvd""",Canonsburg,PA,15317,40.277885600000005,-80.1615748,3.5,3,1,party & event planning
35540,5ECSyjTywswbyqwpeZR-mg,"""Gene Sanes""",Strip District,"""1645 Penn Ave""",Pittsburgh,PA,15222,40.449662700000005,-79.986549,3.5,6,1,shopping
35548,gkR_X3INE6Rr-TuM4ynhzQ,"""Cinderlands Beer Co""",Lawrenceville,"""3705 Butler St""",Pittsburgh,PA,15201,40.466497,-79.9648206,4.5,6,1,food
35564,murlFlbYLYQLM8umT4anZQ,"""Kress Tire Company""",,"""8032 Perry Hwy""",Pittsburgh,PA,15237,40.553830700000006,-80.0383171,3.5,3,1,automotive
35565,-SYMuJ9jfIMkXUMYl_RFfw,"""Bistro 9101""",,"""9101 Perry Hwy""",Pittsburgh,PA,15237,40.5719693,-80.0369749,3.5,29,1,vegetarian
35566,-Wdp5xVPqhbFxWZDVmqRNw,"""Zerorez Pittsburgh""",,"""453 Lowries Run Rd""",Pittsburgh,PA,15237,40.533143,-80.059445,4.5,32,1,local services
35577,KzLjbXEDH1e1WrfzrrzZKw,"""Mandarin Gourmet""",Downtown,"""305 Wood St""",Pittsburgh,PA,15222,40.4392206,-80.0017051,3.0,51,1,cantonese
35598,8hG-FmLwliM-yxzyeVqjyQ,"""Marsh's Automotive Service""",,"""5831 Baptist Rd""",Pittsburgh,PA,15236,40.349436,-80.016212,3.5,3,1,auto repair
35620,8M2bj5LLem5HIwLQwOe7SA,"""Direct Jewelry""",,"""3700 Old William Penn Hwy""",Murrysville,PA,15668,40.4278761,-79.7045088,5.0,3,1,shopping
35652,oQWigWM44z2WdEov4ekYGQ,"""Tortorice Limousine""",,"""1555 Washington Blvd""",McKeesport,PA,15133,40.33314910000001,-79.879754,3.5,6,1,transportation
35656,DcSvuFcPfb8Ft7HlmL3OmQ,"""Bloodlines Gallery""",Bloomfield,"""4762 Liberty Ave""",Pittsburgh,PA,15224,40.4610326,-79.9478723,5.0,6,1,piercing
35663,5Rztf2RObLnq3h6HDmry2w,"""CCAC-Allegheny""",North Side,"""808 Ridge Ave""",Pittsburgh,PA,15212,40.4497239,-80.0131562,2.5,9,1,colleges & universities
35669,X7BA_EijhAWYCNuMiyNgHw,"""Kanlaya Thai Kitchen""",,"""4779 William Flynn Hwy""",Allison Park,PA,15101,40.5964842,-79.9476602,4.5,29,1,restaurants
35685,rV0xOiJA3AFfkP28cys8vQ,"""Stanford Home Center""",,"""2001 Golden Mile Hwy""",Pittsburgh,PA,15239,40.45407279999999,-79.7124845,4.0,5,1,home services
35687,i_EWzuDPAEB6agrdOlvMhg,"""Jennifer's Family Hair Studio & Barber Shop""",,"""300 Mount Lebanon Blvd, Ste 19""",Pittsburgh,PA,15234,40.368716,-80.03462900000001,3.5,6,1,hair salons
35701,P8p0EznR2Aab8QehageW7Q,"""Jazzercise Scott Township Fitness Center""",,"""1100 Washington Ave""",Carnegie,PA,15106,40.3975804173,-80.0846718879,5.0,3,1,active life
35703,oVSsRjZlXHtOxRE6VsFSOw,"""PNC Bank""",Shadyside,"""5601 Walnut St""",Pittsburgh,PA,15232,40.4518865332,-79.9320173264,3.5,7,1,financial services
35774,vG8Dx3_Vh_WlsZlUZiAa5A,"""Starbucks""",,"""1717 Cochran Rd""",Pittsburgh,PA,15220,40.392201603400004,-80.0666546132,4.5,8,1,food
35790,0Db7vd1NK4wRKKaVyyvuJw,"""Half Price Books""",,"""4932 Mcknight Rd""",Pittsburgh,PA,15237,40.532486,-80.010297,3.5,18,1,books
35791,YgO2v1VNtbPA7zgp0szJXA,"""Joe & Pie""",Downtown,"""955 Liberty Ave""",Pittsburgh,PA,15222,40.4434978601,-79.9959591244,3.0,75,1,italian
35819,m97IAdTNu9qoHsVJn2A5ug,"""South Hills Country Club""",,"""4305 Brownsville Rd""",Pittsburgh,PA,15236,40.361089899999996,-79.9854816,5.0,3,1,country clubs
35849,sOmdTs3m2tmB-HKx0WFuhw,"""Elite Collision""",Avalon,"""706 Ohio River Blvd""",Pittsburgh,PA,15202,40.4981535,-80.0708543,4.0,6,1,automotive
35855,vIKhXVBZZc0IwiHNBXK7Mg,"""The Pennsylvanian Apartments""",Downtown,"""1100 Liberty Ave""",Pittsburgh,PA,15222,40.444228,-79.9922328,2.0,5,1,home services
35874,tSU_1mfw6L1uhw_kuo3JFA,"""Jared Galleria of Jewelry""",,"""7381 McKnight Rd""",Pittsburgh,PA,15237,40.538965000000005,-80.012264,2.5,7,1,shopping
35876,sTl6ZAzZYdhuhVl7uB3jCQ,"""Washington's Landing Marina""",,"""100 Waterfront Dr""",Pittsburgh,PA,15222,40.4636255111,-79.9779903889,3.0,3,1,home services
35909,lpiGBGONjJzdmmU_3Ela7w,"""Modalities 8 Therapy""",,"""1382 Old Freeport Rd, Ste 2AF""",Pittsburgh,PA,15238,40.4887437748,-79.8735203647,2.5,9,1,beauty & spas
35911,dKxeNoetk9TMipSnBbamCw,"""VC Chaney's Barbershop""",,"""1723 S Braddock Ave""",Pittsburgh,PA,15218,40.4263178219,-79.88663956970001,3.5,3,1,beauty & spas
35934,nKdONHkJYOQ7GiVP2u6O6Q,"""Embassy Suites by Hilton Pittsburgh International Airport""",,"""550 Cherrington Pkwy""",Coraopolis,PA,15108,40.494798700000004,-80.2044286,3.0,59,1,event planning & services
35952,crwLpaNl5UT9Cd5wtEFSdw,"""Ruby's Cleaners""",,"""4026 Monroeville Blvd""",Monroeville,PA,15146,40.4352563,-79.7705098,3.5,3,1,sewing & alterations
35968,NG5qynmV0kzxQMFJG7mhEw,"""Hong Kong Taste""",Etna,"""366 Butler St""",Pittsburgh,PA,15223,40.496749799999996,-79.9436563,2.5,14,1,restaurants
35980,qMoCBIZr3rV_IJAArBDZ8A,"""Monro Muffler Brake & Service""",,"""91 Tarentum Bridge Rd""",New Kensington,PA,15068,40.5893660935,-79.7511103749,2.5,3,1,automotive
36000,uxFNezZpj2M09gI1Pi20Lg,"""Jessica Lane Makeup""",,"""4747 Hilltop Ln""",Bethel Park,PA,15102,40.5833066624,-79.7801357455,5.0,3,1,makeup artists
36005,quEMIwMBiKViRWN3jhxAcw,"""West Hills Vision Center""",,"""961 Brodhead Rd""",Moon Township,PA,15108,40.520438,-80.224942,2.0,4,1,optometrists
36011,0Q0v-eDzWtaySg7cbVi0yg,"""Eadies's Market""",Downtown,"""1 Bny Mellon Ctr""",Pittsburgh,PA,15219,40.439656899999996,-79.99580040000001,3.5,15,1,bakeries
36046,49seBWZOoI3AOCvNziq4rw,"""HomeGoods""",,"""200 Mall Blvd""",Monroeville,PA,15146,40.4324692911,-79.7887592094,4.5,8,1,home organization
36048,vSN3n35-3WPX3Ntf-X6jaA,"""Selma's Texas Barbeque""",,"""9155 University Blvd""",Coraopolis,PA,15108,40.5030973,-80.2218142,3.0,73,1,seafood
36051,e0sFxhhJY7XMPdeLRjx85Q,"""USA Professional Karate Studio""",Squirrel Hill,"""2345 Murray Ave""",Pittsburgh,PA,15217,40.4306657,-79.92308659999999,4.5,3,1,active life
36063,oBcJkoyZ2GqCNCY7N9S_jw,"""Moore's Hardware""",,"""5100 Noblestown Rd""",Oakdale,PA,15071,40.397901,-80.186327,3.5,3,1,hardware stores
36064,aQYBgwQyRS3ji4yyLcEDOQ,"""Einstein Bros Bagels""",Downtown,"""436 Seventh Ave, Ste 4077""",Pittsburgh,PA,15219,40.442098617,-79.9953344235,3.0,9,1,food
36134,laYIPajrOJmmQHZYOdg_hQ,"""Sheetz""",,"""9002 University Blvd""",Coraopolis,PA,15108,40.503227200000005,-80.222988,3.5,16,1,food
36146,UIRSlulsMvfZpULunCEggw,"""West End Overlook""",West End,"""""",Allegheny,PA,15220,40.4462938789,-80.0337696075,5.0,6,1,landmarks & historical buildings
36150,xqTLe5cTwXkDMa9oI2qZhA,"""Rite Aid""",South Side,"""1915-1921 E Carson St""",Pittsburgh,PA,15203,40.428884000000004,-79.978352,3.0,5,1,drugstores
36161,OFUaOejWPYmHTlRaAQSTBg,"""Lindenbrooke Apartments""",,"""600 Royal Dr, Apt 124""",South Park,PA,15129,40.2895267,-80.0305288,5.0,3,1,real estate
36209,-wn8LcDQGOuMzU4RAC4VxQ,"""Lobello's Restaurant""",,"""809 5th Ave""",Coraopolis,PA,15108,40.519833,-80.16980290000001,3.5,13,1,italian
36210,x0czuwZ0yjBavnKYv9OTZw,"""Pro Nail Salon""",,"""910 Beaver Grade Rd""",Coraopolis,PA,15108,40.51213920000001,-80.2154498,3.5,9,1,nail salons
36241,cpUOMJWNHBeKlu3C5U1TkQ,"""Vino Volo""",,"""1000 Airport Blvd""",Pittsburgh,PA,15231,40.4957464411,-80.2562058717,4.0,8,1,wine bars
36247,EWzzqaXSIevs89SSgcmkgg,"""Safelite AutoGlass""",Carrick,"""2847 Saw Mill Run Blvd""",Pittsburgh,PA,15227,40.3782731,-79.9882071,4.5,10,1,automotive
36252,8iVd6gMWKGGU9SL55B4vjg,"""Los Chiludos""",,"""325 Southpointe Blvd, Ste 300""",Canonsburg,PA,15317,40.2871578727,-80.1725844226,4.5,117,1,mexican
36300,kS0ha23-PMAiZTlwufDJDQ,"""Parkway Center Mall""",West End,"""1165 McKinney Ln""",Pittsburgh,PA,15220,40.422462200000005,-80.0356006,1.0,6,1,shopping
36316,QqbZA4r5g1vCbOxOAKJgWg,"""Tessaro's""",Bloomfield,"""4601 Liberty Ave""",Pittsburgh,PA,15224,40.4627963,-79.950653,4.0,342,1,american (traditional)
36329,QTwm7ho-dFD5i8c2zrf84g,"""Depreciation Lands Museum""",,"""4743 S Pioneer Rd""",Glenshaw,PA,15116,40.5351172304,-79.96803919999999,4.5,3,1,museums
36348,JXf04dg9EBlkQFs5hf4QeQ,"""Millie's Homemade Ice Cream""",Downtown,"""246 Forbes Ave""",Pittsburgh,PA,15222,40.440135299999994,-80.0012318,4.5,17,1,food
36376,aNdZ34wrtpIH7OmRp3wRig,"""Olympia Park""",Mt. Washington,"""Olympia St Virginia Ave""",Pittsburgh,PA,15211,40.4317781,-80.0141142,4.0,6,1,active life
36380,QzDYO-lJhX-wh74z6ajI4g,"""Sanremos Pizza Restaurant & Bar""",Downtown,"""10 Market St""",Pittsburgh,PA,15222,40.4380683,-80.00430390000001,3.5,9,1,pizza
36400,kHshXdiw6VhM89arTnENqw,"""21st Century Sound & Security""",,"""3359 Babcock Blvd""",Pittsburgh,PA,15237,40.5352915,-80.0205637,4.5,3,1,graphic design
36429,jeiW9X12k0IyScm_78uHIw,"""RBJ Tree Service""",,"""540 State St""",Clairton,PA,15025,40.293351,-79.874218,5.0,3,1,tree services
36459,Ny3fbYH-tFnSX9bvTQRvfw,"""Futules'harmar House""",,"""1321 Freeport Rd""",Cheswick,PA,15024,40.541219,-79.810924,4.0,3,1,restaurants
36468,LH_rWCC40zILDiE2HM3TsA,"""Southside Tanning""",South Side,"""2032 Sidney St""",Pittsburgh,PA,15203,40.4293549,-79.9764202,4.5,10,1,tanning beds
36476,u4sTiCzVeIHZY8OlaL346Q,"""Gaucho Parrilla Argentina""",Strip District,"""1601 Penn Ave""",Pittsburgh,PA,15222,40.449042999999996,-79.987573,4.5,1267,1,argentine
36490,j6BfGByroCB585NPUnIHBg,"""Conca D'oro Pizzeria""",,"""916 Presque Isle Dr""",Pittsburgh,PA,15239,40.46344620000001,-79.7069088,4.0,6,1,pizza
36492,Bl7P1_vtiTfq6fLsEX5Z5Q,"""Oakmont Deli""",,"""512 Allegheny River Blvd""",Oakmont,PA,15139,40.518043,-79.842439,4.0,20,1,specialty food
36500,cr6LANs6M6QEwcSityfUxw,"""It's New To Me""",,"""522 Valley Brook Rd""",Venetia,PA,15367,40.278749100000006,-80.08084699999999,3.5,3,1,shopping
36501,pteM9PVm-DXgt934QzAwMw,"""Steelcoast Creative""",South Side,"""24 Terminal Way, Ste 324""",Pittsburgh,PA,15219,40.4300658,-79.9966798,4.0,5,1,graphic design
36528,fobyia7GtBCuftFKXhTfow,"""Rockwel Realty""",Morningside,"""1748 Jancey St""",Pittsburgh,PA,15206,40.485608899999995,-79.92640949999999,3.5,8,1,home services
36547,-Vl7OaCkw4v5gYge3kS04w,"""Total Body 3D""",,"""4491 School Rd S""",Murrysville,PA,15632,40.4228042,-79.6679381,5.0,6,1,dance studios
36555,7l5t7Iw3qauVoSSrM6jm9g,"""McDonald's""",Downtown,"""608 Wood St""",Pittsburgh,PA,15222,40.4422917,-79.99894549999999,2.5,7,1,burgers
36575,C-Dp_7OeGQZDAIDfqs4q5w,"""Appian Way Cafe & Lounge""",,"""418 Moon Clinton Rd""",Coraopolis,PA,15108,40.509467799999996,-80.2394506,4.0,5,1,beer bar
36603,-syU1HD-Iw_GEH8P5l03_A,"""Donut Connection""",Carrick,"""2414 Brownsville Rd""",Pittsburgh,PA,15210,40.3866821,-79.9822249,5.0,5,1,donuts
36628,Leif5a7FHom7sfCx2lrzAw,"""Riley's Pour House""",Carnegie,"""215 E Main St""",Carnegie,PA,15106,40.4085892,-80.0852276,4.0,72,1,bars
36655,SPaG25AHUddzey2kgWUw4w,"""Pleasant Hills Pet Hospital""",,"""171 Green Dr""",Pittsburgh,PA,15236,40.339552000000005,-79.96666090000001,3.5,7,1,pets
36669,rHoUlMwddZWyacMidoSVMQ,"""Budget""",,"""Pgh Intrntnl Airport""",Pittsburgh,PA,15231,40.4970923727,-80.2578735352,1.5,22,1,automotive
36696,K-SsrPH0nFExdpLrTo1X1w,"""Burgatory""",,"""300 Mcholme Dr""",Pittsburgh,PA,15275,40.4489936971,-80.1743562497,4.0,434,1,restaurants
36740,8PhLT_WRxnrZfKWICllMUQ,"""Open Streets Pittsburgh""",Lawrenceville,"""188 43rd St, Ste 1""",Pittsburgh,PA,15201,40.470832527199995,-79.9609318748,4.5,3,1,arts & entertainment
36749,I1sbi5afHBS6o7T1506ZkA,"""Achieve A-Nu-Yu""",Polish Hill,"""2840 Liberty Ave, Ste 202""",Pittsburgh,PA,15222,40.456913899999996,-79.9736021,4.5,3,1,gyms
36795,w-YZ755_a3SswPSeUwCdSg,"""Red Lobster""",,"""6150 Robinson Center Dr""",Pittsburgh,PA,15205,40.4512441,-80.1605025,3.0,21,1,american (traditional)
36813,B9YWDH-_QIg4YCyABwQwQQ,"""Katsur Dental & Orthodontics""",,"""1631 S Braddock Ave""",Pittsburgh,PA,15218,40.4270921,-79.88771170000001,2.0,4,1,dentists
36818,6jnShe-W1x4Nw4y_CGO2Fg,"""Shadyside Smiles""",Shadyside,"""5750 Centre Ave, Ste 200""",Pittsburgh,PA,15206,40.4575012,-79.93240759999999,1.0,5,1,cosmetic dentists
