,business_id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories
40962,Z_-c3FDbd5TC3K6q8SPAng,"""America's Best Contacts & Eyeglasses""",,"""9733 Northlake Centre Pkwy""",Charlotte,NC,28216,35.3481709,-80.8603309,2.0,39,1,ophthalmologists
41004,UGuMWFikv5elDN6sRI64pQ,"""The People's Market at Dilworth""",Dilworth,"""1315 East Blvd""",Charlotte,NC,28203,35.2014835654,-80.8436934284,3.5,17,1,beverage store
41038,xDA6kzIDA0A9iMo5fEC6wQ,"""Waffle House""",University City,"""103 Stetson Dr""",Charlotte,NC,28210,35.2875931,-80.7607135,2.5,19,1,breakfast & brunch
41039,xeQHAf3Gfa-6M7lrNhyAyg,"""Griffin Brothers""",,"""15054 Idlewild Rd""",Matthews,NC,28104,35.1236635,-80.6520963,2.5,3,1,oil change stations
41057,6sntpzhCb95Udx7wxXp2sg,"""South Point Family Practice PA""",,"""1220 Spruce St""",Belmont,NC,28012,35.248509000000006,-81.03219,2.0,5,1,health & medical
41063,sEvNxG4PKP8zRBTyMq5hxg,"""Henry Loudermilk Piano Tuning""",,"""9328 Twin Trail Dr""",Huntersville,NC,28078,35.392790999999995,-80.877667,5.0,4,1,piano services
41074,4Uq54XTH-rAPgN8k267maQ,"""Supermercado El Rey""",Starmount,"""6300 S Blvd""",Charlotte,NC,28217,35.1497245,-80.87719140000002,4.0,3,1,specialty food
41085,i3cLEyzmfRRlLLEVSjomfg,"""Charlotte The True Buddhist Society""",Sherwood Forest,"""5909 Monroe Rd""",Charlotte,NC,28212,35.1863459,-80.7636694,4.5,3,1,buddhist temples
41126,ZctI2OJeq2L959n0IxiVnw,"""Precision Tune Auto Care""",Eastland,"""5101 Albemarle Rd""",Charlotte,NC,28205,35.201595000000005,-80.76230699999999,3.5,6,1,tires
41136,I8HWdCccMQFmM61Mvo6WHA,"""Christopher K Anene, DMD""",Steele Creek,"""3607 Whitehall Park Dr, Ste 1000""",Charlotte,NC,28273,35.1517973,-80.9507926,5.0,5,1,cosmetic dentists
41199,7fD4xn76oSgksqfkOpG9qw,"""Suki Hana""",,"""6801 N Lake Mall Dr, #207""",Charlotte,NC,28216,35.3521284,-80.8512352,3.5,3,1,japanese
41207,VFVPLekQl4JXSr6k1ZnelA,"""Perfect Nails & Spa""",Eastland,"""7200 Albemarle Rd, Ste D""",Charlotte,NC,28227,35.2036394648,-80.7212738471,2.5,3,1,beauty & spas
41214,XIeaWnmeaqMBfQ2rp1cuzw,"""Long Nails & Tanning""",,"""3116 Weddington Rd""",Matthews,NC,28105,35.082584000000004,-80.732596,4.0,12,1,tanning
41230,DtwqdP1M9lkB6dcC-4HTsQ,"""L&R Heating and Air Conditioning""",,"""""",Fort Mill,NC,29715,35.0066719055,-80.9431610107,3.0,4,1,local services
41239,sR5txJL_LTVOUdcfsto_Fg,"""Carolina Age Management Institute""",,"""8712 Lindholm Dr, Ste 302""",Huntersville,NC,28078,35.445088,-80.87937590000001,5.0,11,1,medical spas
41256,4RL5ydKIIFpU8bevsOKRdA,"""Libretto's Pizzeria""",Uptown,"""210 E Trade St, Ste D-164""",Charlotte,NC,28202,35.2253172,-80.84248840000001,3.0,179,1,salad
41258,7mgNBuU68N5fzdG3JxN1XQ,"""Persis Biryani Indian Grill""",Highland Creek,"""3130 Driwood Ct, Ste B""",Charlotte,NC,28269,35.3424536,-80.77067579999999,4.0,141,1,indian
41259,n_7KgvnPN3alWNyKhiHh5Q,"""Zaxby's Chicken Fingers & Buffalo Wings""",,"""2201 W Franklin Blvd""",Gastonia,NC,28052,35.2587369,-81.2216688,3.5,3,1,fast food
41277,bpwxoPjn-aBLN3mZVXnVEA,"""Tekniton""",,"""2331 Crownpoint Executive Dr, Ste C""",Charlotte,NC,28227,35.142720000000004,-80.724367,3.0,4,1,local services
41279,0l9jhK1pm_3JzZE5eYGGww,"""Scott Clark's Toyota City, Scott Clark's Scion City""",,"""13000 E Independence Blvd""",Matthews,NC,28104,35.1014968,-80.6817561,2.5,91,1,car dealers
41286,b-RTSpuHvZUtOPjiLshS7A,"""Brevard Court Sundries""",Uptown,"""145 Brevard Ct""",Charlotte,NC,28202,35.22586,-80.846935,3.0,3,1,american (traditional)
41293,BvFi3dP6xl9cU0S2ezo9Sg,"""Catawba Coffee Co""",,"""117 N Main St""",Mount Holly,NC,28120,35.29826370000001,-81.01622040000001,5.0,23,1,food
41338,yucY-9YkHLpP_Ew1NlKj0Q,"""Salvation Army Thrift Store""",,"""4138 Hwy 51""",Pineville,NC,28134,35.0888206,-80.89602959999999,4.0,5,1,shopping
41339,9UU2DPhwmTmkuANzYiZSMQ,"""Cheddar's Scratch Kitchen""",University City,"""620 University Center Blvd""",Charlotte,NC,28262,35.309708,-80.756624,3.0,175,1,restaurants
41359,9F9ZNJW8AYhLBZ4eGhBfAA,"""The Brass Monkey""",,"""3826 S New Hope Rd""",Gastonia,NC,28056,35.2206765802,-81.0959599166,3.5,6,1,restaurants
41362,JZDWc1K2bG23Cv8X_JlA7Q,"""Sephora""",South Park,"""4400 Sharon Rd""",Charlotte,NC,28211,35.1518339733,-80.8317846033,3.5,23,1,shopping
41396,PozD8qMsDRhj5VhzhbIFDA,"""O'Charley's Restaurant & Bar""",,"""1389 Concord Pkwy N""",Concord,NC,28025,35.436586,-80.605211,3.5,24,1,restaurants
41432,bGJNaX-6n5RIsmZEr5-qZg,"""Light Rail Family Restaurant""",Starmount,"""8045 S Blvd""",Charlotte,NC,28273,35.126897,-80.877174,3.5,32,1,american (traditional)
41441,n8KOJ-AmQVTYrbVrVBbs3w,"""Greater Charlotte Oral & Facial Surgery""",Steele Creek,"""10935 Winds Crossing Dr, Ste 400""",Charlotte,NC,28273,35.1153159,-80.95809890000001,4.5,11,1,dentists
41487,2zQi4IaS_NH9u2yOlaqUqA,"""The Southern Gourmet""",,"""9101 Monroe Rd, Ste 110""",Charlotte,NC,28270,35.1474398,-80.74404840000001,4.0,26,1,restaurants
41502,T_olUY-8BnOuGSJ-5CD6jg,"""Jersey Mike's Subs""",Elizabeth,"""2001 East 7th St""",Charlotte,NC,28204,35.2123711,-80.8171636,3.0,19,1,restaurants
41509,vFKgBQNQlHV9W_hhAtANeA,"""Blakeney""",Ballantyne,"""Ardrey Kell & Rea Roads""",Charlotte,NC,28277,35.03369620000001,-80.80549640000001,4.0,18,1,shopping
41510,PRlaKAOBFYLmFsBMLJKjwA,"""Ryan Foot & Ankle Clinic""",Ballantyne,"""8912 Blakeney Professional Dr, Ste A2""",Charlotte,NC,28277,35.0329325,-80.8080327,5.0,4,1,doctors
41514,I-IZPzyG0eYOFJpKdGOyJA,"""Glamour Nails""",,"""607 Highland St""",Mount Holly,NC,28120,35.2895833,-81.0172643,2.5,3,1,beauty & spas
41521,-iwea1d13xBfpg1JUBy9tw,"""Barbers At Birkdale""",,"""9525 Birkdale Crossing Dr, Ste 104""",Huntersville,NC,28078,35.443351438200004,-80.8853552077,5.0,4,1,beauty & spas
41575,tH3tbCdwQq72oPrHmZUmKQ,"""E Martini""",South Park,"""532 Governor Morrison St""",Charlotte,NC,28211,35.156062899999995,-80.8247924,3.0,3,1,sports wear
41591,wNcR62ydqzcUSHqg5S-19g,"""First China""",,"""6640 Old Monroe Rd, Ste F""",Indian Trail,NC,28079,35.0469722,-80.6478874,3.5,22,1,chinese
41599,E12SOO02DzfVMqxnWFpmww,"""Top African Hair Braiding""",NoDa,"""3720 N Tryon St""",Charlotte,NC,28206,35.254352000000004,-80.801575,1.5,3,1,beauty & spas
41602,IrR5Nw7PwxJepM7-g8USjA,"""Cam Paints Hair""",,"""10416 East Independence Blvd, Ste 107""",Matthews,NC,28105,35.12631629999999,-80.7081427,5.0,4,1,hair stylists
41606,yiU2E7KxNCKTlhB35-Bfig,"""The Fitness Factory""",Villa Heights,"""2226 North Davidson St""",Charlotte,NC,28205,35.2396391,-80.8143457,4.5,8,1,active life
41608,BVA_JHTLOKdaSaqZPoKCvg,"""South End Pet Sitting""",South End,"""""",Charlotte,NC,28203,35.2146586,-80.8599193,4.5,7,1,dog walkers
41633,poerzgU80J5Wzy2x3YGSOw,"""Independence Automotive""",,"""100 College St""",Pineville,NC,28134,35.0865859,-80.887036,4.0,6,1,automotive
41650,NhwwW_5JxYHQE4Zlfhu_5w,"""Flamin Kitchen Pho""",Highland Creek,"""2130 E Arbors Dr, Ste 125""",Charlotte,NC,28262,35.33807,-80.757397,4.0,48,1,seafood
41659,GKZnWQ_spfnQxM3RFKypAg,"""Ramada Plaza Charlotte Airport Hotel and Conference Center""",,"""212 Woodlawn Road""",Charlotte,NC,28217,35.1811368619,-80.8848600648,2.0,51,1,event planning & services
41696,_Zb6BV5VGR9Ka_MYkYb0LA,"""Sleep Inn Matthews-Charlotte""",,"""9900 Matthews Park Dr""",Matthews,NC,28105,35.132037,-80.713018,2.5,3,1,hotels & travel
41697,2nsMgH0zh8hK4Bu55fYxlA,"""Tang Lin""",,"""1808 S York Rd""",Gastonia,NC,28052,35.239782700000006,-81.1946503,4.0,18,1,chinese
41729,1eZW5Yqdve7wuWaZt47NUw,"""Meineke Car Care Center""",,"""10515-A Centrum Pkwy""",Pineville,NC,28134,35.089515000000006,-80.876657,4.0,7,1,oil change stations
41761,yMopev-RPxfEXgqkJOvCGA,"""Cajun Queen""",Elizabeth,"""1800 E 7th St""",Charlotte,NC,28204,35.2145365,-80.82113259999998,4.0,558,1,nightlife
41774,5Novl6V4g5TV4ATFPElsYQ,"""Firehouse Subs""",,"""2290 E Franklin Blvd, Ste 100""",Gastonia,NC,28054,35.261741,-81.1393375,3.0,16,1,restaurants
41847,MEn14fUaDrOujJ-t10jZhA,"""Orangetheory Fitness Charlotte - The Arboretum""",Arboretum,"""8038 Providence Rd, St 100""",Charlotte,NC,28277,35.096964,-80.778879,4.0,9,1,interval training gyms
41881,leNKizFvmY59_EW_FX1EEg,"""The Cosmetic Company Store""",Steele Creek,"""5404 New Fashion Way""",Charlotte,NC,28278,35.1707883,-80.97096590000001,3.0,3,1,shopping
41925,w57MYupQiAcrIDAoM0A1Kg,"""Phoenix Moon Acupuncture & Apothecary""",Elizabeth,"""2010 Chesterfield Ave""",Charlotte,NC,28205,35.216138,-80.81473100000001,5.0,3,1,acupuncture
41954,IYMlYIQWzHxopPJ53mdtzA,"""Taco Bell""",,"""4000 Highway 49""",Harrisburg,NC,28075,35.32223,-80.64846999999999,2.5,11,1,fast food
41958,K9wh_93EArk1srqHWyFFsw,"""Dilworth Coffee - Plantation Market""",,"""3016 Weddington Rd, Ste 600""",Matthews,NC,28105,35.083533,-80.733202,4.0,17,1,coffee & tea
41964,i_kt9jSVwTEcOO-hPquftA,"""Beauty Brands""",,"""5335 Ballantyne Commons Pkwy""",Charlotte,NC,28288,35.063864,-80.772977,3.0,8,1,beauty & spas
41976,qxGKJbYB-1m3fGwJ1uJ-Gw,"""Charlotte Bayou Festival""",Elizabeth,"""1600-1698 E 7th St""",Charlotte,NC,28204,35.2157725,-80.8221338,1.0,8,1,festivals
42022,314UjIg29NBfnr4ihSAbJg,"""Quarterside""",First Ward,"""810 E 7th St, Ste 118""",Charlotte,NC,28202,35.2231325,-80.8328033,2.0,16,1,home services
42080,updfrNZojTek8fbze4_jKQ,"""Gaston Eye Associates""",,"""2325 Aberdeen Blvd, Ste A""",Gastonia,NC,28054,35.268085600000006,-81.13569190000001,3.0,4,1,optometrists
42092,APn972rPaXMwc-_gKm6Cpw,"""Banfield Pet Hospital""",South Park,"""4735 Sharon Rd, Ste 100""",Charlotte,NC,28210,35.1470109467,-80.830963701,3.5,3,1,pets
42107,4G3ptZapkPZwMCE-PX_7tA,"""PostNet""",,"""19825B North Cove Rd""",Cornelius,NC,28031,35.478367299999995,-80.8939292,3.5,3,1,shipping centers
42108,LAkj9XpSfy_jHVn8t8aHEA,"""Anchor Security & Locksmith""",,"""20821 N Main St, Ste A""",Cornelius,NC,28031,35.4912774604,-80.8580724522,5.0,4,1,security systems
42119,tAficwKvRzfBZa1aa_83iA,"""Happy Paws & Pet Pals LLC""",,"""""",Indian Trail,NC,28079,35.0768141,-80.6692352,5.0,4,1,dog walkers
42228,ZtQ4u53NHWTg-hQZhED88Q,"""Babushka's Pierogi""",,"""8700 Pineville-Matthews Rd, Ste 570""",Charlotte,NC,28226,35.089818799999996,-80.8661885,4.5,74,1,modern european
42229,fVOFouPush3ZX7kua4I4ug,"""The UPS Store""",,"""7804-C Fairview Rd""",Charlotte,NC,28226,35.1469972027,-80.8090841845,4.5,13,1,shipping centers
42233,HJBN-TfKtjLFY__DmuEovg,"""Papa John's Pizza""",,"""6701 Old Monroe Rd""",Indian Trail,NC,28079,35.048540700000004,-80.6463282,1.5,6,1,restaurants
42254,Rx6PF3O6Q8pJz8dLMJZfKQ,"""Starbucks""",Starmount,"""7819 Forest Point Blvd""",Charlotte,NC,28217,35.1368574319,-80.9042106246,3.0,35,1,coffee & tea
42260,ZXQdja1lA8oMbTDuAHcf0A,"""Viva Chicken of Northcross""",,"""9121 Sam Furr Rd, Ste 106""",Huntersville,NC,28078,35.4434401998,-80.8724790179,4.0,157,1,peruvian
42261,eE5c5PnmNe4K1900ADkViQ,"""H&M""",,"""6801 Northlake Mall Dr""",Charlotte,NC,28216,35.3521284,-80.8512352,3.0,18,1,fashion
42275,v7Ppa405EXtT6VU77enw7A,"""CMD Automotive""",,"""2914 Griffith St""",Charlotte,NC,28203,35.200808,-80.869964,4.0,10,1,auto repair
42283,mR0qq-Xbiwu__UJjNkDorg,"""Simply. yoga + wellness + massage""",,"""6425 Wilkinson Blvd, Ste G""",Belmont,NC,28012,35.2434468935,-81.0369602229,5.0,3,1,yoga
42284,8NjovVklpeV2tXzUnpduGQ,"""TJ Maxx""",,"""407 Cox Rd""",Gastonia,NC,28054,35.2621180623,-81.1350544853,3.0,5,1,fashion
42285,50YPZsgzbyS7wuPEIJSMaw,"""RV Rentals of the Carolinas""",,"""4400 Republic Ct NW""",Concord,NC,28027,35.421864899999996,-80.651226,2.5,3,1,hotels & travel
42293,g2SfxyysPN6vDwm-F96JzA,"""Swoozie's""",South Park,"""4722 Sharon Rd, Ste G""",Charlotte,NC,28210,35.1473609,-80.83304100000001,3.5,15,1,event planning & services
42296,GTB4esadYFFyLTJX9OqNdw,"""Dragon Court""",NoDa,"""4520 N Tryon St, Ste 40""",Charlotte,NC,28213,35.2562941,-80.7911635,3.0,41,1,chinese
42312,qiN2oCYzI9DLyiaqrsBWcw,"""Food Lion""",,"""4423 Old Monroe Rd""",Indian Trail,NC,28079,35.0680794,-80.6762192,4.0,3,1,grocery
42336,im809UmrVDDsSv9czjA4Iw,"""Mattress Firm Waxhaw""",,"""9704 Rea Rd, Ste D""",Waxhaw,NC,28173,35.016198949899994,-80.8022935688,5.0,4,1,shopping
42359,Bsw6sGGiCqGZ6Z6Jtw-owA,"""Quest Diagnostics Incorporated""",Elizabeth,"""3541 Randolph Rd, Ste 110""",Charlotte,NC,28211,35.1894275,-80.80932750000001,2.5,6,1,medical centers
42361,gQJCfZ1TYANwckKxI_EbtA,"""Kit's Trackside Crafts""",,"""330 Main St""",Pineville,NC,28134,35.085944,-80.89104,5.0,17,1,nightlife
42375,ayfddT7N1YIxqsR0qreOqQ,"""Pablo's Barbershop & Salon""",Starmount,"""6400-D South Blvd""",Charlotte,NC,28217,35.147679,-80.87680999999999,4.5,8,1,barbers
42379,7rOZidvXEruoBOHz6A6VSg,"""Cozy Kids Furniture & More""",,"""11523 Carolna Place Pkwy""",Pineville,NC,28134,35.075724,-80.877792,5.0,6,1,shopping
42402,1pOdDZqmqoxTzJNMslK6ng,"""Safelite AutoGlass""",,"""1000 Branchview Dr NE""",Concord,NC,28025,35.4445329,-80.5975448,5.0,5,1,windshield installation & repair
42403,QrgWWsU1rE96M2673pg-og,"""Carolinas HealthCare System NorthEast""",,"""920 Church St N""",Concord,NC,28025,35.4357263682,-80.6029268756,2.0,16,1,doctors
42424,gvyZFfaB2IO6DLXTZI7eag,"""Great Harvest Bread""",Myers Park,"""901 S Kings Dr""",Charlotte,NC,28204,35.206798,-80.8351239,4.5,21,1,bakeries
42439,y6Fmhz2CceimbgvxNVgE-w,"""Los Arcos""",University City,"""8619 Jw Clay Blvd""",Charlotte,NC,28262,35.309928899999996,-80.754271,3.5,54,1,restaurants
42461,GT1zMQJVc99gafri_wakKA,"""Bradham Brothers""",Paw Creek,"""6128 Rozzelles Ferry Rd""",Charlotte,NC,28214,35.282656274299995,-80.9088606994,4.0,14,1,heating & air conditioning/hvac
42465,qNSm9SZjvmj4MBa-pyyqiw,"""Labor Panes - Charlotte""",,"""624 Matthews-Mint Hill Rd, Ste 308""",Matthews,NC,28105,35.116226899999994,-80.7122495,5.0,6,1,gutter services
42473,sDN6zZ8eT8tQr9r_tp4pxQ,"""MVP Movers Inc""",North Charlotte,"""600 W 28th St""",Charlotte,NC,28206,35.251415,-80.8241,1.0,3,1,home services
42511,v4Li-rMSM5FOjY2qKOXojQ,"""Quinn Nails""",,"""20700 N Main St""",Cornelius,NC,28031,35.489841,-80.8575007,4.0,16,1,beauty & spas
42520,MLk47cIhYWJBZB6KAfMmLQ,"""Palm Beach Tan""",Arboretum,"""8430 Park Rd""",Charlotte,NC,28210,35.095357,-80.78693100000001,4.0,6,1,tanning
42535,-PDsq1KOhR-C21u0kCRpqQ,"""Asalon""",Arboretum,"""8140 Providence Rd, Ste 600, The Arboretum Shopping Center""",Charlotte,NC,28277,35.0964934817,-80.7785308613,5.0,6,1,hair stylists
42553,QoyG3Q1dNym-qvbYPD8GJA,"""Verizon""",,"""9821 Northlake Centre Pkwy, Ste A""",Charlotte,NC,28216,35.3492476772,-80.8576047421,2.0,7,1,electronics
42564,cy3Or8iSsDOmHBBu2MwnOg,"""Toscana""",South Park,"""6401 Morrison Blvd""",Charlotte,NC,28211,35.156338,-80.831878,3.5,95,1,italian
42570,MtSEQlqTj3Pup-wBY-dKfA,"""1897 Market""",,"""5501 Josh Birmingham Pkwy""",Charlotte,NC,28208,35.22142279999999,-80.9437985,3.5,268,1,bars
42571,PKOH4R6gYuSh4FeTT7I0Tg,"""JDM Engine INC""",North Charlotte,"""3428 Vane Ct, Ste A""",Charlotte,NC,28206,35.265267,-80.823231,4.5,6,1,auto repair
42586,3Rcv8GtzWbbWRzInE1NvpA,"""Savory Spice Shop""",,"""16926 Birkdale Commons Pkwy, Ste D""",Huntersville,NC,28078,35.445836,-80.878416,5.0,18,1,herbs & spices
42593,Bw0o2VSuhWlxsgKC2tOsXA,"""Theatre Charlotte""",Elizabeth,"""501 Queens Rd""",Charlotte,NC,28207,35.207181,-80.826847,4.0,15,1,arts & entertainment
42595,DUhU9wi7Ja4r1Hl4bQrYbw,"""Burger King""",,"""5501 Josh Birmingham Pkwy""",Charlotte,NC,28208,35.2204704924,-80.9437250177,2.0,40,1,restaurants
42607,nBAcMBarRHIoczgc9kLm_g,"""HairColorXperts""",,"""7709 Pineville Matthews Rd""",Charlotte,NC,28226,35.086197999999996,-80.8502795,4.5,16,1,beauty & spas
42608,8sX2Qb-_hUK6I3h4LjxDfg,"""Novant Health Primary Care Foxcroft""",,"""7804A Fairview Rd""",Charlotte,NC,28226,35.1469664,-80.8090772,3.5,7,1,health & medical
42613,ILbRIjKhYqcJD0nYAqTQSw,"""Horne Heating and Air Conditioning""",Paw Creek,"""6805 Craig St""",Charlotte,NC,28214,35.280255,-80.92034,4.5,13,1,home services
42644,8l8NgUg4amSJc3ULPxbfaw,"""Great Clips""",,"""11508 Providence Rd, Ste D""",Charlotte,NC,28277,35.0529811,-80.7707695,2.0,4,1,hair salons
42645,z3FpxjZOsRy77e_C5nPtnw,"""Carolina Dental Arts""",Ballantyne,"""9336 Blakeney Center Dr, Ste 100-A""",Charlotte,NC,28277,35.029720700000006,-80.8082056,5.0,4,1,endodontists
42648,3uD8pd5PYnYpwofkD2Qxhw,"""J Stone Salon""",,"""19826 North Cove Rd, Ste B""",Cornelius,NC,28031,35.4785679421,-80.8931470154,5.0,3,1,hair salons
42650,PVvTvwLCl8HeLEqZRR-J9w,"""Econo Lodge Inn & Suites Matthews - Charlotte""",,"""1938 Moore Rd""",Matthews,NC,28105,35.117364,-80.694581,3.0,6,1,hotels
42675,uOWWk2duBzNao8fiQFWkJQ,"""Wild East""",,"""6420 Carmel Rd""",Charlotte,NC,28226,35.08941420000001,-80.8450893,3.5,112,1,restaurants
42685,A-UPD1aji1HP3e6uOmQGeA,"""Y2 Yoga""",Cotswold,"""274 S Sharon Amity Rd""",Charlotte,NC,28211,35.176496,-80.802224,4.0,27,1,fitness & instruction
42694,mJ2n2jFjWFHFQm75WBgroQ,"""Auto Inspections In Out""",Starmount,"""5610 South Blvd""",Charlotte,NC,28217,35.159242674699996,-80.8762300014,5.0,4,1,car inspectors
42695,FeOMSC99eo57SrkoRpLKuw,"""Food Lion""",,"""8118 Blair Rd""",Mint Hill,NC,28227,35.1812773,-80.64441090000001,2.5,6,1,grocery
42705,OxWV9rldWgU0iyJGoG2ZoA,"""Quality Inn""",,"""16825 Caldwell Creek Dr""",Huntersville,NC,28078,35.444075,-80.867459,2.0,10,1,hotels & travel
42709,nk6R9OLIo1ziDADEIAgj-w,"""Residence Inn Charlotte South at I-77/Tyvola Road""",Starmount,"""5816 Westpark Drive""",Charlotte,NC,28217,35.158052399999995,-80.889707,3.5,14,1,hotels
42721,Xm7bTOHKGJ9dIQoq_9b4tw,"""96.1 The BEAT""",,"""801 Woodridge Center Dr""",Charlotte,NC,28263,35.184062899999994,-80.8946037,1.5,3,1,mass media
42744,_PfpHaeuekLUGaKKtee2KA,"""Hendrick Collision Center of Concord""",,"""7300 Weddington Rd""",Concord,NC,28027,35.3793407009,-80.6995877624,3.5,17,1,automotive
42754,bMKvBqiT2EIF0hEBc9wZbQ,"""Carniceria Acapulco""",,"""1321 N Cannon Blvd""",Kannapolis,NC,28083,35.5133839,-80.6102208,5.0,3,1,grocery
42755,vmaZcAK858vwIxEHz3JOXw,"""Cottage Express""",Eastland,"""7209 E Wt Harris Blvd, Ste F""",Charlotte,NC,28227,35.2215815,-80.723541,3.0,18,1,seafood
42762,pprJc0SW8scUrBAW0HN4XQ,"""128 South Main Chophouse""",,"""128 S Main St""",Mount Holly,NC,28120,35.2965273,-81.0167687,3.0,16,1,steakhouses
42769,sXCquNdRuCF7vrHwXXdFHw,"""Not Just Coffee- Packard Place""",Uptown,"""222 S Church St""",Charlotte,NC,28202,35.227123299999995,-80.8462601,4.5,53,1,food
42779,nL1EXx8Djm6Yorb6A11lRg,"""Burger King""",South Park,"""4709 Sharon Rd""",Charlotte,NC,28210,35.148994656,-80.8300101757,2.5,8,1,burgers
42810,JZs2T3Ykzqw7QoAKgyISkg,"""Papa Murphy's""",Ballantyne,"""16015 Lancaster Highway, Suite C""",Charlotte,NC,28277,35.030309700000004,-80.8535521,4.0,19,1,do-it-yourself food
42811,qZjJsM5SpIkggIygDECyMA,"""Charley's Grilled Subs""",,"""1480 Concord Pkwy N, Ste 86""",Concord,NC,28025,35.4403311,-80.60352309999999,3.0,4,1,sandwiches
42864,foD6m1lhxAAfNEHdUbBpOA,"""Freedom Park""",Myers Park,"""1900 East Blvd""",Charlotte,NC,28203,35.196664,-80.83910329999999,4.5,131,1,active life
42882,7xvq1fDBuLIbymEU2KxHRg,"""Bojangles' Famous Chicken 'n Biscuits""",,"""6450 W Wilkinson Blvd""",Belmont,NC,28012,35.252254799999996,-81.0432267,2.5,6,1,fast food
42899,e2WXWE_rg8znJmjRmdZqjg,"""Aloft Charlotte Ballantyne""",Ballantyne,"""13139 Ballantyne Corporate Pl""",Charlotte,NC,28277,35.058512799999995,-80.844826,4.0,30,1,hotels & travel
42907,A-nPpMGDoaJYtNFVSPkFaw,"""Video Extra""",North Charlotte,"""4012 N Graham St""",Charlotte,NC,28206,35.270661100000005,-80.81326209999999,5.0,4,1,adult
42908,uPY5oatcnkBa6MFnUQHFCw,"""CLT Detailing""",North Charlotte,"""1008 Fontana Ave""",Charlotte,NC,28206,35.24541,-80.83936899999999,3.5,6,1,automotive
42941,PeVgw94It7HBBLkIbOoAng,"""Hibachi Grill""",Eastland,"""3657 E Independence Blvd""",Charlotte,NC,28205,35.201771,-80.7808699,3.5,28,1,japanese
42959,HDv-KchmLSlRr5MXxRkNqQ,"""Ginbu 401""",Elizabeth,"""401 Providence Rd""",Charlotte,NC,28207,35.204511,-80.8241074,3.5,163,1,sushi bars
42961,RFDKG76henTGqn1dfhfP7A,"""Bed Bath & Beyond""",,"""10530 Northeast Pkwy, Ste K""",Matthews,NC,28105,35.130389,-80.7004897,4.0,5,1,home & garden
42992,lYFnZv0MSaGzo3J0azs7gg,"""Clean Catch Fish Market""",Myers Park,"""2820 Selwyn Ave, Ste 150""",Charlotte,NC,28209,35.174456400000004,-80.8400834,4.0,73,1,restaurants
42993,xMnWKLEhAcjOca7WuCjIvA,"""NorthStone Country Club""",,"""15801 Northstone Dr""",Huntersville,NC,28078,35.432404,-80.823541,4.0,6,1,golf
43006,0ZfILhI-oNB9TY4j5zw3Bw,"""CoreFIT 24/7""",,"""17105 Kenton Dr""",Cornelius,NC,28031,35.448963899999995,-80.890259,5.0,6,1,gyms
43021,dazuMogNPxnTFtte4dIlJw,"""Progress Residential""",,"""5051 West W T Harris Blvd, Ste C""",Charlotte,NC,28269,35.3333532,-80.8205353,2.0,17,1,real estate
43026,KMptXD2fDMcqCmkpkpRVQQ,"""Cottage""",,"""6701 N Tryon St, Ste D""",Charlotte,NC,28213,35.279503000000005,-80.76702399999999,1.5,5,1,food
43032,7Uh8SZ928CTkWmser1CTpQ,"""Indigo Residential Management""",Steele Creek,"""11030 South Tryon St""",Charlotte,NC,28273,35.117008,-80.960047,3.5,3,1,property management
43052,JePoHo0qm7lHd2Nsg3zA3w,"""Pasta & Provisions""",Elizabeth,"""1528 Providence Rd""",Charlotte,NC,28207,35.1864835,-80.8220177,4.5,100,1,specialty food
43068,3is0dluydFCPv2c0lbvP0g,"""Birch Restaurant & Bar""",Starmount,"""5700 Westpark Dr""",Charlotte,NC,28217,35.159454,-80.8898026,2.0,5,1,restaurants
43074,V5ZFfjPpC5ENfcb0EgBlYw,"""Jaffe Chiropractic""",Highland Creek,"""3230 Prosperity Church Rd, Ste 203""",Charlotte,NC,28269,35.343945,-80.77078399999999,4.5,6,1,chiropractors
43079,9RcBOk8zoyyf1elNweU79Q,"""Enterprise Rent-A-Car""",,"""731 Matthews Township Pkwy""",Matthews,NC,28105,35.1227904,-80.7274679,2.0,4,1,hotels & travel
43082,Csa0t9l6CvM2oeZLgFC6Iw,"""Nakato""",,"""8500 Pineville Matthews Rd""",Charlotte,NC,28226,35.0880289,-80.8633658,3.5,88,1,steakhouses
43085,kWGtV40O2cUDeDTAW7OK6w,"""Vineyard Vines""",South Park,"""4400 Sharon Rd""",Charlotte,NC,28210,35.1522311,-80.8318968,4.0,4,1,childrens clothing
43087,fYVhtVrjQYkCo-vvGsKgfg,"""Dove Internal Medicine - Indian Trail""",,"""6030 W Hwy 74, Ste D""",Indian Trail,NC,28079,35.0691844,-80.644429,5.0,3,1,doctors
43093,Ps2ruNKnYRppfeDe26ZnAA,"""Repo Records & Collectibles""",,"""3325 Commonwealth Ave""",Charlotte,NC,28205,35.208464,-80.7905833,4.5,21,1,shopping
43098,5leRXzXhToCt_98UxmE6BA,"""Spectrum""",,"""2125 Union Rd""",Gastonia,NC,28054,35.2332329387,-81.172093749,1.5,11,1,professional services
43112,TcGmeeNvbcvnQVmVmlWxlA,"""China Go Go""",,"""7010 Smith Corners Blvd""",Charlotte,NC,28269,35.350322723400005,-80.8428878784,3.5,13,1,fast food
